,region,date,crime_count,snow_count
144,Västernorrlands län,2009-10-01,24.0,1.0769230769230769
145,Västernorrlands län,2011-01-01,25.0,26.55
146,Västmanlands län,1995-01-01,27.0,11.0
147,Västmanlands län,1997-01-01,25.0,8.0
148,Västmanlands län,1999-01-01,27.0,8.75
149,Västmanlands län,1999-03-01,27.0,13.714285714285714
150,Västmanlands län,2001-12-01,26.0,8.0
151,Västmanlands län,2004-02-01,26.0,16.285714285714285
152,Västmanlands län,2005-10-01,27.0,3.0
153,Västmanlands län,2008-02-01,25.0,10.571428571428571
154,Västmanlands län,2011-11-01,25.0,0.5
155,Västra Götalands län,1996-11-01,145.0,2.52
156,Västra Götalands län,1996-12-01,153.0,10.90625
157,Västra Götalands län,1997-02-01,149.0,6.103448275862069
158,Västra Götalands län,1998-10-01,146.0,2.5
159,Västra Götalands län,1999-01-01,153.0,5.909090909090909
160,Västra Götalands län,2000-01-01,145.0,4.928571428571429
161,Örebro län,1995-02-01,29.0,12.333333333333334
162,Örebro län,1995-12-01,29.0,9.4
163,Örebro län,2004-03-01,27.0,10.181818181818182
164,Örebro län,2006-01-01,27.0,23.11111111111111
165,Örebro län,2008-01-01,29.0,8.7
166,Örebro län,2009-02-01,28.0,23.181818181818183
167,Örebro län,2010-01-01,29.0,29.833333333333332
168,Örebro län,2010-11-01,29.0,11.083333333333334
169,Örebro län,2011-03-01,28.0,18.076923076923077
170,Östergötlands län,1996-03-01,43.0,3.4615384615384617
171,Östergötlands län,1996-10-01,43.0,0.0
172,Östergötlands län,1996-12-01,42.0,11.916666666666666
173,Östergötlands län,2002-02-01,43.0,4.142857142857143
174,Östergötlands län,2006-03-01,42.0,22.8125
175,Östergötlands län,2006-10-01,42.0,0.8
176,Östergötlands län,2009-10-01,42.0,0.5714285714285714
177,Östergötlands län,2010-10-01,42.0,0.35294117647058826
178,Östergötlands län,2014-10-01,42.0,0.058823529411764705
179,Blekinge län,1997-10-01,16.0,0.0
180,Blekinge län,1997-12-01,16.0,0.0
181,Blekinge län,1998-02-01,16.0,3.0
182,Blekinge län,1998-11-01,16.0,2.0
183,Blekinge län,2003-03-01,16.0,4.5
184,Blekinge län,2007-02-01,16.0,11.333333333333334
185,Blekinge län,2012-12-01,17.0,19.4
186,Blekinge län,2013-01-01,17.0,15.6
187,Blekinge län,2014-10-01,17.0,0.0
188,Dalarnas län,1996-02-01,31.0,10.4
189,Dalarnas län,1999-12-01,31.0,13.2
190,Dalarnas län,2000-03-01,31.0,12.454545454545455
191,Dalarnas län,2001-01-01,30.0,18.625
192,Dalarnas län,2007-10-01,31.0,0.6363636363636364
193,Dalarnas län,2008-12-01,30.0,23.105263157894736
194,Dalarnas län,2009-03-01,31.0,26.75
195,Dalarnas län,2013-10-01,30.0,0.47368421052631576
196,Gotlands län,2009-01-01,6.0,10.142857142857142
197,Gävleborgs län,1995-11-01,31.0,4.833333333333333
198,Gävleborgs län,1996-03-01,31.0,1.7272727272727273
199,Gävleborgs län,1998-11-01,32.0,12.0
200,Gävleborgs län,2000-11-01,32.0,1.0
201,Gävleborgs län,2004-12-01,31.0,14.266666666666667
202,Gävleborgs län,2005-12-01,31.0,20.125
203,Gävleborgs län,2006-03-01,30.0,27.166666666666668
204,Gävleborgs län,2007-12-01,29.0,12.421052631578947
205,Gävleborgs län,2011-11-01,31.0,0.9444444444444444
206,Gävleborgs län,2014-11-01,31.0,0.9285714285714286
207,Jämtlands län,1999-10-01,14.0,1.3
208,Jämtlands län,2011-12-01,14.0,25.08823529411765
209,Jämtlands län,2014-11-01,14.0,7.387096774193548
210,Jönköpings län,1995-02-01,34.0,7.6
211,Jönköpings län,1995-10-01,35.0,0.0
212,Jönköpings län,1997-01-01,35.0,7.636363636363637
213,Jönköpings län,2001-02-01,36.0,7.6923076923076925
214,Jönköpings län,2004-11-01,37.0,8.846153846153847
215,Jönköpings län,2006-01-01,36.0,23.857142857142858
216,Jönköpings län,2006-03-01,35.0,25.785714285714285
217,Jönköpings län,2007-10-01,35.0,0.0
218,Jönköpings län,2011-02-01,37.0,20.11764705882353
219,Jönköpings län,2011-03-01,37.0,13.705882352941176
220,Kalmar län,1999-11-01,27.0,4.6
221,Kalmar län,2000-01-01,25.0,5.875
222,Kalmar län,2000-03-01,26.0,4.777777777777778
223,Kalmar län,2012-01-01,26.0,12.235294117647058
224,Kalmar län,2012-02-01,25.0,20.72222222222222
225,Kalmar län,2014-01-01,25.0,11.5
226,Kronobergs län,1996-11-01,20.0,1.8
227,Kronobergs län,1998-11-01,20.0,9.0
228,Kronobergs län,2000-03-01,20.0,3.6666666666666665
229,Kronobergs län,2002-01-01,20.0,7.0
230,Kronobergs län,2013-01-01,21.0,16.0
231,Kronobergs län,2014-02-01,21.0,5.444444444444445
232,Norrbottens län,2005-10-01,27.0,4.428571428571429
233,Stockholms län,1998-03-01,196.0,5.444444444444445
234,Stockholms län,1999-01-01,199.0,6.9
235,Stockholms län,1999-03-01,190.0,6.0
236,Stockholms län,1999-12-01,204.0,11.4
237,Södermanlands län,1995-01-01,28.0,13.11111111111111
238,Södermanlands län,1995-02-01,28.0,5.222222222222222
239,Södermanlands län,1996-12-01,28.0,10.125
240,Södermanlands län,1998-03-01,28.0,6.222222222222222
241,Södermanlands län,1999-01-01,29.0,8.714285714285714
242,Södermanlands län,2000-01-01,29.0,3.0
243,Södermanlands län,2005-11-01,28.0,1.875
244,Södermanlands län,2007-11-01,29.0,4.4
245,Uppsala län,1999-02-01,33.0,7.142857142857143
246,Uppsala län,2000-12-01,31.0,2.75
247,Uppsala län,2004-11-01,34.0,10.75
248,Uppsala län,2005-03-01,33.0,21.75
249,Uppsala län,2007-11-01,36.0,7.714285714285714
250,Uppsala län,2008-01-01,36.0,5.714285714285714
251,Uppsala län,2008-02-01,36.0,3.25
252,Uppsala län,2010-10-01,38.0,0.2
253,Uppsala län,2010-11-01,36.0,12.5
254,Uppsala län,2011-10-01,38.0,0.16666666666666666
255,Uppsala län,2012-10-01,36.0,0.3333333333333333
256,Uppsala län,2013-01-01,39.0,21.625
257,Uppsala län,2014-01-01,39.0,16.25
258,Uppsala län,2014-12-01,39.0,5.0
259,Värmlands län,1995-02-01,30.0,8.88888888888889
260,Värmlands län,1998-03-01,30.0,10.333333333333334
261,Värmlands län,2000-02-01,31.0,8.0
262,Värmlands län,2002-02-01,31.0,6.0
263,Värmlands län,2003-11-01,31.0,5.888888888888889
264,Värmlands län,2004-12-01,31.0,13.266666666666667
265,Värmlands län,2005-03-01,30.0,18.25
266,Värmlands län,2006-02-01,29.0,20.941176470588236
267,Värmlands län,2007-01-01,30.0,13.5
268,Västerbottens län,2014-10-01,30.0,4.903225806451613
269,Västernorrlands län,1995-12-01,29.0,4.0
270,Västernorrlands län,1999-11-01,27.0,3.8
271,Västernorrlands län,2002-10-01,28.0,2.857142857142857
272,Västernorrlands län,2004-11-01,27.0,7.294117647058823
273,Västernorrlands län,2007-11-01,27.0,16.157894736842106
274,Västernorrlands län,2007-12-01,27.0,19.0
275,Västernorrlands län,2009-02-01,26.0,24.1
276,Västernorrlands län,2013-11-01,26.0,2.888888888888889
277,Västernorrlands län,2013-12-01,26.0,9.2
278,Västmanlands län,1996-01-01,29.0,0.42857142857142855
279,Västmanlands län,1997-11-01,29.0,5.333333333333333
280,Västmanlands län,2000-01-01,28.0,12.0
281,Västmanlands län,2000-02-01,28.0,9.833333333333334
282,Västmanlands län,2002-01-01,28.0,10.142857142857142
283,Västmanlands län,2007-10-01,28.0,1.0
284,Västmanlands län,2010-03-01,27.0,28.857142857142858
285,Västmanlands län,2012-12-01,28.0,24.11111111111111
286,Västra Götalands län,1997-11-01,159.0,1.6521739130434783
287,Västra Götalands län,1997-12-01,164.0,5.548387096774194
288,Västra Götalands län,1999-11-01,161.0,1.5333333333333334
289,Västra Götalands län,1999-12-01,168.0,9.676470588235293
290,Västra Götalands län,2000-10-01,163.0,0.5
291,Västra Götalands län,2007-03-01,164.0,3.121212121212121
292,Örebro län,1996-03-01,31.0,7.9
293,Örebro län,1997-02-01,30.0,7.666666666666667
294,Örebro län,2004-11-01,29.0,9.88888888888889
295,Örebro län,2004-12-01,31.0,8.25
296,Örebro län,2008-10-01,31.0,0.75
297,Örebro län,2009-01-01,32.0,10.727272727272727
298,Örebro län,2010-03-01,30.0,26.166666666666668
299,Örebro län,2012-02-01,30.0,13.5
300,Örebro län,2012-03-01,31.0,1.9230769230769231
301,Örebro län,2013-12-01,32.0,4.230769230769231
302,Örebro län,2014-01-01,32.0,18.615384615384617
303,Östergötlands län,1995-03-01,46.0,3.5555555555555554
304,Östergötlands län,1997-02-01,44.0,5.3076923076923075
305,Östergötlands län,1997-10-01,46.0,0.6666666666666666
306,Östergötlands län,2003-12-01,47.0,4.7272727272727275
307,Östergötlands län,2004-03-01,45.0,6.6
308,Östergötlands län,2005-11-01,46.0,2.8
309,Östergötlands län,2006-11-01,46.0,4.4
310,Östergötlands län,2012-02-01,46.0,19.833333333333332
311,Östergötlands län,2014-12-01,50.0,6.7894736842105265
312,Blekinge län,1995-10-01,19.0,0.0
313,Blekinge län,1998-03-01,18.0,1.5
314,Blekinge län,1999-10-01,18.0,0.0
315,Blekinge län,2001-12-01,18.0,2.0
316,Blekinge län,2005-02-01,18.0,14.333333333333334
317,Blekinge län,2010-12-01,19.0,15.2
318,Blekinge län,2011-03-01,19.0,3.0
319,Blekinge län,2011-12-01,19.0,0.0
320,Blekinge län,2013-11-01,18.0,0.0
321,Dalarnas län,2003-03-01,33.0,14.066666666666666
322,Dalarnas län,2004-10-01,34.0,0.0
323,Dalarnas län,2008-01-01,34.0,17.9
324,Dalarnas län,2010-01-01,33.0,23.45
325,Dalarnas län,2010-11-01,34.0,15.947368421052632
326,Dalarnas län,2011-01-01,32.0,26.0
327,Dalarnas län,2012-03-01,32.0,10.8
328,Dalarnas län,2013-12-01,34.0,11.238095238095237
329,Dalarnas län,2014-01-01,32.0,19.954545454545453
330,Gotlands län,1997-12-01,7.0,15.5
331,Gotlands län,2000-11-01,7.0,2.0
332,Gotlands län,2003-12-01,7.0,5.333333333333333
333,Gotlands län,2004-02-01,7.0,9.4
334,Gotlands län,2004-10-01,7.0,0.0
335,Gotlands län,2005-01-01,7.0,10.857142857142858
336,Gävleborgs län,1998-10-01,33.0,2.0
337,Gävleborgs län,2000-10-01,34.0,1.3333333333333333
338,Gävleborgs län,2004-03-01,32.0,9.666666666666666
339,Gävleborgs län,2004-10-01,32.0,0.0
340,Gävleborgs län,2006-02-01,32.0,24.58823529411765
341,Gävleborgs län,2008-02-01,34.0,17.57894736842105
342,Gävleborgs län,2008-11-01,33.0,7.842105263157895
343,Gävleborgs län,2009-12-01,32.0,16.4
344,Gävleborgs län,2010-11-01,32.0,17.2
345,Gävleborgs län,2012-10-01,33.0,1.588235294117647
346,Gävleborgs län,2012-11-01,34.0,2.5
347,Hallands län,2006-03-01,35.0,26.125
348,Hallands län,2007-03-01,34.0,0.125
349,Jämtlands län,2008-12-01,15.0,27.705882352941178
350,Jämtlands län,2011-01-01,15.0,26.38235294117647
351,Jämtlands län,2014-12-01,15.0,19.21212121212121
352,Jönköpings län,1999-02-01,39.0,8.0
353,Jönköpings län,2000-02-01,38.0,3.1818181818181817
354,Jönköpings län,2004-02-01,38.0,8.916666666666666
355,Jönköpings län,2005-11-01,41.0,4.428571428571429
356,Jönköpings län,2012-12-01,42.0,24.0
357,Jönköpings län,2014-03-01,42.0,0.21428571428571427
358,Kalmar län,2000-02-01,29.0,2.888888888888889
359,Kalmar län,2003-02-01,27.0,18.5
360,Kalmar län,2007-11-01,29.0,4.25
361,Kalmar län,2010-02-01,28.0,24.470588235294116
362,Kalmar län,2010-03-01,29.0,20.625
363,Kalmar län,2011-01-01,29.0,26.11764705882353
364,Kalmar län,2012-11-01,28.0,0.7333333333333333
365,Kalmar län,2014-10-01,28.0,0.6666666666666666
366,Kronobergs län,1995-10-01,21.0,0.0
367,Kronobergs län,2002-03-01,22.0,2.5
368,Kronobergs län,2004-01-01,21.0,12.6
369,Kronobergs län,2005-02-01,21.0,16.8
370,Kronobergs län,2008-02-01,21.0,0.5714285714285714
371,Kronobergs län,2008-03-01,21.0,8.5
372,Norrbottens län,2011-01-01,31.0,28.285714285714285
373,Norrbottens län,2011-11-01,30.0,5.309523809523809
374,Norrbottens län,2013-10-01,31.0,7.8
375,Norrbottens län,2014-11-01,30.0,20.65
376,Stockholms län,1998-02-01,218.0,4.222222222222222
377,Stockholms län,1999-10-01,210.0,0.5
378,Stockholms län,2001-10-01,227.0,1.0
379,Stockholms län,2001-11-01,226.0,4.285714285714286
380,Stockholms län,2001-12-01,216.0,7.375
381,Södermanlands län,1997-01-01,31.0,6.2
382,Södermanlands län,2003-02-01,31.0,19.125
383,Södermanlands län,2008-10-01,31.0,0.0
384,Södermanlands län,2011-10-01,32.0,0.125
385,Södermanlands län,2011-11-01,33.0,0.0
386,Södermanlands län,2013-03-01,33.0,15.333333333333334
387,Uppsala län,1999-10-01,35.0,0.0
388,Uppsala län,2000-01-01,35.0,9.25
389,Uppsala län,2000-10-01,36.0,0.0
390,Uppsala län,2003-01-01,36.0,9.571428571428571
391,Uppsala län,2005-12-01,35.0,13.88888888888889
392,Uppsala län,2009-03-01,40.0,18.88888888888889
393,Uppsala län,2014-10-01,43.0,0.0
394,Värmlands län,1999-01-01,32.0,8.692307692307692
395,Värmlands län,1999-12-01,33.0,9.384615384615385
396,Värmlands län,2003-01-01,33.0,14.0
397,Värmlands län,2003-02-01,33.0,10.615384615384615
398,Värmlands län,2007-12-01,32.0,11.76923076923077
399,Värmlands län,2010-12-01,33.0,27.61111111111111
400,Värmlands län,2011-03-01,34.0,22.941176470588236
401,Västerbottens län,2003-11-01,30.0,8.0
402,Västerbottens län,2004-11-01,31.0,13.166666666666666
403,Västernorrlands län,2001-01-01,30.0,6.764705882352941
404,Västernorrlands län,2001-11-01,30.0,3.2857142857142856
405,Västernorrlands län,2003-03-01,29.0,4.705882352941177
406,Västernorrlands län,2003-10-01,29.0,3.0
407,Västernorrlands län,2003-11-01,29.0,4.545454545454546
408,Västernorrlands län,2004-12-01,30.0,17.333333333333332
409,Västernorrlands län,2005-11-01,29.0,4.571428571428571
410,Västernorrlands län,2006-03-01,29.0,23.63157894736842
411,Västernorrlands län,2007-02-01,29.0,23.105263157894736
412,Västernorrlands län,2011-11-01,30.0,1.2777777777777777
413,Västernorrlands län,2012-10-01,30.0,2.1578947368421053
414,Västmanlands län,1996-03-01,32.0,0.42857142857142855
415,Västmanlands län,2000-03-01,32.0,8.428571428571429
416,Västmanlands län,2002-02-01,32.0,11.333333333333334
417,Västmanlands län,2003-01-01,30.0,13.0
418,Västmanlands län,2003-03-01,32.0,8.4
419,Västmanlands län,2003-10-01,30.0,3.3333333333333335
420,Västmanlands län,2004-01-01,30.0,16.375
421,Västmanlands län,2005-12-01,32.0,19.428571428571427
422,Västmanlands län,2006-01-01,31.0,22.625
423,Västmanlands län,2009-03-01,29.0,24.142857142857142
424,Västmanlands län,2012-03-01,31.0,5.875
425,Västmanlands län,2014-01-01,31.0,19.875
426,Västra Götalands län,1999-10-01,175.0,0.0
427,Västra Götalands län,2000-11-01,184.0,2.0
428,Västra Götalands län,2000-12-01,178.0,3.75
429,Västra Götalands län,2001-10-01,179.0,0.5
430,Västra Götalands län,2006-02-01,190.0,24.88888888888889
431,Västra Götalands län,2010-02-01,182.0,25.666666666666668
432,Örebro län,1995-01-01,34.0,23.6
433,Örebro län,1996-01-01,32.0,7.7272727272727275
434,Örebro län,1997-01-01,33.0,14.444444444444445
435,Örebro län,1998-01-01,32.0,15.272727272727273
436,Örebro län,1998-03-01,33.0,9.6
437,Örebro län,1999-01-01,34.0,11.818181818181818
438,Örebro län,2005-02-01,33.0,15.125
439,Örebro län,2005-11-01,32.0,3.875
440,Örebro län,2007-12-01,33.0,0.5714285714285714
441,Örebro län,2010-02-01,33.0,26.25
442,Örebro län,2010-12-01,33.0,28.636363636363637
443,Örebro län,2011-01-01,33.0,30.181818181818183
444,Örebro län,2011-12-01,35.0,7.384615384615385
445,Östergötlands län,1995-01-01,49.0,13.333333333333334
446,Östergötlands län,1998-02-01,50.0,5.5
447,Östergötlands län,1999-02-01,48.0,6.583333333333333
448,Östergötlands län,2000-01-01,51.0,3.5454545454545454
449,Östergötlands län,2001-11-01,50.0,2.5555555555555554
450,Östergötlands län,2002-11-01,51.0,3.7777777777777777
451,Östergötlands län,2005-10-01,48.0,0.8888888888888888
452,Östergötlands län,2008-10-01,49.0,0.3076923076923077
453,Östergötlands län,2011-01-01,52.0,24.055555555555557
454,Östergötlands län,2011-11-01,52.0,0.35714285714285715
455,Östergötlands län,2014-03-01,51.0,3.1052631578947367
456,Blekinge län,1997-01-01,19.0,4.0
457,Blekinge län,1998-01-01,20.0,2.0
458,Blekinge län,1999-02-01,20.0,8.5
459,Blekinge län,2000-01-01,19.0,1.0
460,Blekinge län,2001-01-01,20.0,0.5
461,Blekinge län,2012-01-01,20.0,7.6
462,Blekinge län,2012-03-01,20.0,0.0
463,Dalarnas län,2012-01-01,37.0,24.142857142857142
464,Dalarnas län,2012-02-01,35.0,24.238095238095237
465,Dalarnas län,2013-02-01,36.0,23.952380952380953
466,Dalarnas län,2014-03-01,36.0,12.428571428571429
467,Gävleborgs län,1995-10-01,37.0,0.0
468,Gävleborgs län,2001-03-01,35.0,13.0
469,Gävleborgs län,2002-10-01,35.0,1.1666666666666667
470,Gävleborgs län,2003-03-01,36.0,6.7272727272727275
471,Gävleborgs län,2003-12-01,36.0,11.0
472,Gävleborgs län,2009-10-01,36.0,0.2727272727272727
473,Gävleborgs län,2010-03-01,37.0,28.105263157894736
474,Gävleborgs län,2014-01-01,36.0,21.75
475,Gävleborgs län,2014-02-01,37.0,18.65
476,Gävleborgs län,2014-03-01,36.0,10.1
477,Hallands län,1997-02-01,35.0,9.5
478,Jämtlands län,2009-01-01,16.0,27.147058823529413
479,Jämtlands län,2009-10-01,16.0,4.75
480,Jämtlands län,2010-01-01,17.0,26.742857142857144
481,Jönköpings län,1997-10-01,41.0,1.0
482,Jönköpings län,1998-12-01,44.0,9.538461538461538
483,Jönköpings län,2001-12-01,42.0,8.333333333333334
484,Jönköpings län,2003-01-01,43.0,6.538461538461538
485,Jönköpings län,2004-03-01,42.0,7.8
486,Jönköpings län,2004-10-01,43.0,0.0
487,Jönköpings län,2009-01-01,44.0,7.25
488,Jönköpings län,2009-02-01,42.0,20.75
489,Jönköpings län,2009-03-01,44.0,11.1875
490,Jönköpings län,2012-03-01,43.0,1.375
491,Jönköpings län,2014-12-01,44.0,6.133333333333334
492,Kalmar län,1999-12-01,32.0,10.777777777777779
493,Kalmar län,2001-02-01,30.0,8.9
494,Kalmar län,2002-12-01,31.0,18.0
495,Kalmar län,2004-12-01,31.0,6.8
496,Kalmar län,2010-11-01,30.0,6.375
497,Kronobergs län,1997-12-01,23.0,1.0
498,Kronobergs län,2000-01-01,23.0,3.75
499,Kronobergs län,2004-12-01,24.0,3.8
500,Kronobergs län,2006-01-01,24.0,26.5
501,Kronobergs län,2007-01-01,24.0,8.0
502,Kronobergs län,2007-03-01,23.0,1.2
503,Kronobergs län,2012-02-01,25.0,18.88888888888889
504,Norrbottens län,2014-12-01,32.0,26.205128205128204
505,Skåne län,1996-03-01,145.0,3.875
506,Skåne län,2001-03-01,147.0,5.2727272727272725
507,Stockholms län,1996-03-01,231.0,2.9
508,Stockholms län,1997-01-01,221.0,8.0
509,Stockholms län,1998-10-01,237.0,2.0
510,Stockholms län,1998-11-01,231.0,6.777777777777778
511,Stockholms län,2000-11-01,235.0,1.5
512,Stockholms län,2002-01-01,247.0,9.0
513,Stockholms län,2002-02-01,238.0,4.9
514,Stockholms län,2002-10-01,246.0,0.75
515,Södermanlands län,1996-02-01,34.0,6.571428571428571
516,Södermanlands län,1998-02-01,34.0,4.666666666666667
517,Södermanlands län,1999-03-01,33.0,9.571428571428571
518,Södermanlands län,2002-10-01,33.0,1.0
519,Södermanlands län,2004-01-01,33.0,19.875
520,Södermanlands län,2008-01-01,34.0,4.555555555555555
521,Södermanlands län,2008-02-01,34.0,1.75
522,Södermanlands län,2008-11-01,35.0,2.6666666666666665
523,Södermanlands län,2011-02-01,35.0,15.2
524,Södermanlands län,2013-01-01,35.0,16.75
525,Södermanlands län,2014-01-01,35.0,13.8125
526,Uppsala län,1996-01-01,37.0,0.0
527,Uppsala län,1997-12-01,37.0,5.333333333333333
528,Uppsala län,2008-12-01,43.0,5.25
529,Uppsala län,2011-03-01,43.0,22.555555555555557
